City,id,Country,Lat,Lng
lebu,3883457,CL,-37.616669,-73.650002
havoysund,779622,NO,70.996338,24.66217
cabo san lucas,3985710,MX,22.890881,-109.912376
codrington,2171099,AU,-38.26667,141.966675
ushuaia,3833367,AR,-54.799999,-68.300003
shache,1280037,CN,38.416672,77.240562
chara,2025630,RU,56.906391000000006,118.263062
norman wells,6089245,CA,65.282013,-126.832901
mahebourg,934322,MU,-20.40806,57.700001
khonsa,1266668,IN,27.01667,95.566673
mucurapo,3574069,TT,10.66667,-61.533329
bumba,217745,CD,2.1833299999999998,22.466669
ornskoldsvik,2686469,SE,63.290909,18.71525
khatanga,2022572,RU,71.966667,102.5
matamoros,3996426,MX,25.533331,-103.25
srednekolymsk,2121025,RU,67.449997,153.683334
new norfolk,2155415,AU,-42.782612,147.058701
tautira,4033557,PF,-17.73333,-149.149994
zabol,1113217,IR,31.0287,61.501202
rikitea,4030556,PF,-23.120279,-134.969177
tobol,1518139,KZ,52.68444100000001,62.579441
mporokoso,175967,ZM,-9.37272,30.125009999999996
atuona,4020109,PF,-9.8,-139.033325
devarkonda,1273109,IN,16.700001,78.933327
ulladulla,2145554,AU,-35.349998,150.466675
verkhnyaya sinyachikha,1487272,RU,57.976040000000005,61.667331999999995
bengkulu,1649150,ID,-3.80044,102.265541
dubbo,2168305,AU,-32.25,148.616669
edson,5946820,CA,53.58345,-116.435593
la ronge,6050066,CA,55.100128000000005,-105.284218
cape town,3369157,ZA,-33.925838,18.42322
chokurdakh,2126123,RU,70.63333100000001,147.916672
arraial do cabo,3471451,BR,-22.96611,-42.027778999999995
cherskiy,2126199,RU,68.75,161.300003
rawson,3839307,AR,-43.300159,-65.10228000000001
nanakuli,5851349,US,21.39056,-158.154724
bow island,5906757,CA,49.86676,-111.368431
pacific grove,5380437,US,36.617740999999995,-121.916618
hilo,5855927,US,19.729719,-155.08999599999999
ust-kuyga,2013921,RU,70.01666999999999,135.600006
bredasdorp,1015776,ZA,-34.53215,20.04031
yellowknife,6185377,CA,62.456001,-114.352547
kodiak,5866583,US,57.790001000000004,-152.407227
punta arenas,3874787,CL,-53.150002,-70.91667199999999
ugoofaaru,1337619,MV,5.66667,73.0
shirokiy,2016680,RU,49.757999,129.522995
katsuura,2112309,JP,35.133331,140.300003
ust-tarka,1488074,RU,55.56715,75.70500200000001
batagay-alyta,2027042,RU,67.80056,130.411392
taoudenni,2450173,ML,22.678329,-3.9836099999999997
dikson,1507390,RU,73.506943,80.546387
vaini,4032243,TO,-21.200001,-175.199997
mar del plata,3430863,AR,-38.002280999999996,-57.557541
porgera,2088143,PG,-5.46667,143.199997
nanortalik,3421765,GL,60.14316899999999,-45.237148
hithadhoo,1282256,MV,-0.6,73.08332800000001
qaanaaq,3831208,GL,77.483971,-69.363213
yeppoon,2142316,AU,-23.133329,150.733337
nuevitas,3545841,CU,21.545279999999998,-77.264442
pevek,2122090,RU,69.700829,170.313324
bluff,2206939,NZ,-46.599998,168.333328
torbay,6167817,CA,47.666592,-52.73135
hermanus,3366880,ZA,-34.418701,19.234461
avarua,4035715,CK,-21.207781,-159.774994
batagay,2027044,RU,67.63333100000001,134.633331
nampula,1033356,MZ,-15.11646,39.266602
tucurui,3385935,BR,-3.76611,-49.672501000000004
tuktoyaktuk,6170031,CA,69.45414,-133.03741499999998
faanui,4034551,PF,-16.48333,-151.75
gizo,2108857,SB,-8.10303,156.841858
kapaa,5848280,US,22.075211,-159.318954
nokaneng,933211,BW,-19.66667,22.26667
honningsvag,779554,NO,70.98209399999999,25.970369
sumbe,3346015,AO,-11.20605,13.84371
camana,3945985,PE,-16.62278,-72.711113
port alfred,964432,ZA,-33.590569,26.891040999999998
leningradskiy,2123814,RU,69.38333100000001,178.416672
puerto ayora,3652764,EC,-0.73931,-90.351761
atambua,1651103,ID,-9.106110000000001,124.89250200000001
east london,1006984,ZA,-33.015289,27.911619
tasiilaq,3424607,GL,65.61451,-37.636761
bilibino,2126682,RU,68.054642,166.43721000000002
acarau,3408368,BR,-2.88556,-40.119999
husavik,2629833,IS,66.044891,-17.33885
jambi,1642858,ID,-1.6,103.61666899999999
te anau,2181625,NZ,-45.416672,167.716675
grand gaube,934479,MU,-20.00639,57.66083100000001
sitka,5557293,US,57.053059,-135.330002
salalah,286621,OM,17.015051,54.092369
hohhot,2036892,CN,40.810558,111.652222
deputatskiy,2028164,RU,69.300003,139.899994
tandil,3427833,AR,-37.321671,-59.13316
hede,1808744,CN,33.768059,120.251671
gojra,1178231,PK,31.148740999999998,72.686562
bay roberts,5895424,CA,47.599892,-53.264778
klaksvik,2618795,FO,62.226551,-6.589010000000001
poddorye,508441,RU,57.469471,31.115609999999997
tondano,1623424,ID,1.3038,124.911201
taos,5493811,US,36.407249,-105.573067
narsaq,3421719,GL,60.916672,-46.049999
lata,2738381,PT,40.162861,-8.33269
sayyan,70979,YE,15.17177,44.324421
aswan,359792,EG,24.093429999999998,32.90704
cacak,792078,RS,43.891391999999996,20.34972
goderich,5962442,CA,43.75008,-81.716476
naryan-mar,523392,RU,67.671257,53.086971
tefe,3661944,BR,-3.35417,-64.711388
gorontalo,1643837,ID,0.5412,123.059502
zaysan,1517060,KZ,47.466671000000005,84.86666899999999
zhuhai,1790437,CN,22.276939000000002,113.56778
khandagayty,1503796,RU,50.73333,92.050003
umm kaddadah,364933,SD,13.60169,26.687590000000004
waitati,2179825,NZ,-45.75,170.566666
mbekenyera,878006,TZ,-10.0,38.98333
delta del tigre,3442778,UY,-34.763329,-56.385281000000006
comodoro rivadavia,3860443,AR,-45.866669,-67.5
kieta,2094027,PG,-6.21667,155.633331
carutapera,3402648,BR,-1.195,-46.02
alofi,4036284,NU,-19.059521,-169.918671
saldanha,3361934,ZA,-33.011669,17.944201
anadyr,2127202,RU,64.75,177.483337
ossora,2122389,RU,59.235279000000006,163.071945
palasa,1260771,IN,18.76667,84.41667199999999
araouane,2460954,ML,18.90476,-3.5264900000000003
haines junction,5969025,CA,60.752159,-137.510818
maniitsoq,3421982,GL,65.41667199999999,-52.900002
gulu,233346,UG,2.77457,32.298988
olean,5129780,US,42.07756,-78.429741
talnakh,1490256,RU,69.48650400000001,88.39720200000001
hami,1529484,CN,42.799999,93.449997
djibo,2361177,BF,14.10222,-1.63056
buraydah,107304,SA,26.325991,43.974971999999994
ancud,3899695,CL,-41.86972,-73.82028199999999
sao filipe,3374210,CV,14.8961,-24.49556
majene,1636806,ID,-3.5403,118.970703
plettenberg bay,964712,ZA,-34.052738,23.371599
dabakala,2290609,CI,8.36667,-4.433330000000001
takoradi,2294915,GH,4.884469999999999,-1.7553599999999998
cruzeiro do sul,3465080,BR,-29.512779,-51.985279
impfondo,2259655,CG,1.63806,18.066669
bambous virieux,1106677,MU,-20.342779,57.7575
severo-kurilsk,2121385,RU,50.67889,156.125
dolzhanskaya,565456,RU,46.631111,37.80389
provideniya,4031574,RU,64.38333100000001,-173.300003
omaruru,3354540,,-21.433331,15.933329999999998
kutum,371745,SD,14.2,24.66667
saskylakh,2017155,RU,71.91667199999999,114.08332800000001
ilulissat,3423146,GL,69.216667,-51.099998
richards bay,962367,ZA,-28.783009999999997,32.037682000000004
lorengau,2092164,PG,-2.02259,147.271194
bria,239899,CF,6.542330000000001,21.98633
andenes,3163146,NO,69.314278,16.11939
bitung,1648636,ID,1.4451,125.182404
miri,1738050,MY,4.4148,114.008904
port hardy,6111862,CA,50.699619,-127.419853
alugan,1731248,PH,12.2188,125.480797
tiksi,2015306,RU,71.687218,128.86944599999998
ulaanbaatar,2028462,MN,47.907711,106.88323999999999
campoverde,3733380,PE,-8.47528,-74.805832
venado tuerto,3833062,AR,-33.74556,-61.968842
hasaki,2112802,JP,35.73333,140.833328
shimoda,1852357,JP,34.666672,138.949997
prichard,4084888,US,30.7388,-88.078888
calvinia,3369174,ZA,-31.47069,19.776010999999997
gushikawa,1863495,JP,26.354440999999998,127.86860700000001
maoming,1801180,CN,21.65,110.900002
bhadrachalam,1276328,IN,17.66667,80.88333100000001
clyde river,5924351,CA,70.469162,-68.591431
ulaangom,1515029,MN,49.98111,92.066673
tuatapere,2180815,NZ,-46.133331,167.683334
karpogory,552256,RU,64.001892,44.445129
oytal,1520281,KZ,42.905731,73.269722
mabaruma,3377301,GY,8.2,-59.783329
abu zabad,380348,SD,12.35,29.25
prince rupert,6113406,CA,54.316139,-130.320114
la macarena,3827693,CO,2.18367,-73.784851
naze,1855540,JP,28.366671000000004,129.483337
maldonado,3441894,UY,-34.900002,-54.950001
karratha,6620339,AU,-20.73765,116.846291
kruisfontein,986717,ZA,-34.00333,24.731420999999997
alpena,4984075,US,45.061679999999996,-83.43274699999999
teya,1489656,RU,60.377781000000006,92.626671
coquimbo,3893629,CL,-29.953328999999997,-71.343613
kinablangan,1708743,PH,7.694719999999999,126.550278
phalaborwa,965528,ZA,-23.942989,31.141069
slantsy,492162,RU,59.118171999999994,28.09137
bardiyah,80509,LY,31.756149,25.086531
maceio,3395981,BR,-9.66583,-35.735279
beloha,1067565,MG,-25.16667,45.049999
milos,256952,GR,36.75,24.433331
tomislavgrad,3200930,BA,43.718059999999994,17.226669
petropavlovsk-kamchatskiy,2122104,RU,53.0452,158.6483
chumphon,1153557,TH,10.5,99.16667199999999
belaya gora,2126785,RU,68.533333,146.416672
qingdao,1797929,CN,36.09861,120.37194099999999
sandpoint,5606401,US,48.276588000000004,-116.553253
bandarban,1185270,BD,22.196501,92.226196
port blair,1259385,IN,11.66667,92.75
sorland,3137469,NO,67.666962,12.693430000000001
mokhsogollokh,2019867,RU,61.468059999999994,128.920273
udachnyy,2014624,RU,66.41667199999999,112.400002
karlovac,3198259,HR,45.487221000000005,15.54778
havre-saint-pierre,5972291,CA,50.23344,-63.598620999999994
namibe,3347019,AO,-15.196110000000001,12.15222
poronaysk,2121909,RU,49.216671000000005,143.116669
quartz hill,5385393,US,34.64526,-118.21813200000001
barsovo,1510842,RU,61.166672,73.16667199999999
praia da vitoria,3372760,PT,38.73333,-27.066669
lukiv,702612,UA,51.052101,25.400591
auki,2109701,SB,-8.767610000000001,160.703354
taybad,1159384,IR,34.740002000000004,60.7756
samarai,2132606,PG,-10.61667,150.666672
ust-nera,2120048,RU,64.566673,143.199997
coihaique,3894426,CL,-45.575241,-72.066193
ingham,2162737,AU,-18.65,146.166672
desaguadero,3941492,PE,-16.565559,-69.04167199999999
severka,1492637,RU,56.868801,60.301497999999995
guerrero negro,4021858,MX,27.976940000000003,-114.06111100000001
sept-iles,6144312,CA,50.200111,-66.38208
ostrovnoy,556268,RU,68.053062,39.513062
kavieng,2094342,PG,-2.57444,150.79669199999998
washougal,5815136,US,45.582619,-122.353416
mulki,1262546,IN,13.1,74.800003
parrita,3622537,CR,9.52012,-84.322487
zhangye,1785036,CN,38.93417,100.45166800000001
tirodi,1254400,IN,21.683331,79.699997
otane,2185329,NZ,-39.883331,176.633331
grindavik,3416888,IS,63.8424,-22.43375
ojinaga,3994469,MX,29.566669,-104.41667199999999
vila velha,3445026,BR,-20.329720000000002,-40.2925
mosetse,933277,BW,-20.75,26.65
ahipara,2194098,NZ,-35.166672,173.166672
chaman,1181611,PK,30.923599,66.451157
lev tolstoy,535417,RU,53.213440000000006,39.446040999999994
adigeni,615973,GE,41.6819,42.698669
itigi,158904,TZ,-5.7,34.48333
pisco,3932145,PE,-13.7,-76.216667
nabire,1634614,ID,-3.3666699999999996,135.483337
vardo,777019,NO,70.370483,31.110661
kahului,5847411,US,20.89472,-156.470001
goundam,2456917,ML,16.41453,-3.67075
bonavista,5905393,CA,48.649891,-53.114738
paamiut,3421193,GL,61.994018999999994,-49.667759000000004
teseney,327651,ER,15.11,36.657501
upernavik,3418910,GL,72.78684200000001,-56.15485
kudahuvadhoo,1337607,MV,2.67075,72.89437099999999
guantanamo,3557689,CU,20.14444,-75.20916700000001
half moon bay,5354943,US,37.463551,-122.42858899999999
sao joao do paraiso,3448861,BR,-15.31361,-42.014439
lasa,3175096,IT,46.616611,10.70016
hirara,1862505,JP,24.799999,125.28333300000001
jhansi,1269006,IN,25.433331,78.58332800000001
yingkou,2033370,CN,40.664821999999994,122.228333
ranong,1150965,TH,9.96583,98.63475799999999
labuhan,8079926,ID,-6.8844,112.205101
yulara,6355222,AU,-25.240601,130.988907
sisimiut,3419842,GL,66.939461,-53.6735
vangaindrano,1054329,MG,-23.35,47.599998
dongning,2037611,CN,44.062191,131.120743
astana,1526273,KZ,51.180099,71.445976
yining,1786538,CN,29.036140000000003,114.563622
kambove,923058,CD,-10.876389999999999,26.596939000000003
longyearbyen,2729907,SJ,78.218597,15.640070000000001
trelew,3833883,AR,-43.248951,-65.305054
atyrau,610529,KZ,47.116669,51.883331
ewo,2260009,CG,-0.8725,14.82056
cidreira,3466165,BR,-30.181109999999997,-50.205559
hambantota,1244926,LK,6.1241,81.1185
sain alto,3988251,MX,23.58333,-103.25
ixhuatan,3526715,MX,16.356939,-94.48249799999999
mukhen,2019718,RU,48.099998,136.100006
rosarito,3988392,MX,32.333328,-117.03333300000001
atar,2381334,MR,20.516859,-13.04986
ligayan,1706466,PH,4.65333,119.47055800000001
tessalit,2449893,ML,20.198610000000002,1.01139
lermontovka,2020824,RU,47.145278999999995,134.338333
iqaluit,5983720,CA,63.750591,-68.514488
ukhta,479411,RU,63.567051,53.683479000000005
itaituba,3397967,BR,-4.27611,-55.983608
ikungi,159267,TZ,-5.13333,34.76667
prieska,964090,ZA,-29.664089,22.747419
bahia blanca,3865086,AR,-38.719601000000004,-62.27243000000001
allapalli,1278987,IN,19.41667,80.066673
wanxian,1791748,CN,30.803890000000003,108.38971699999999
casas grandes,4015076,MX,30.366671000000004,-107.949997
srivardhan,1255619,IN,18.033331,73.01666999999999
tabas,113659,IR,33.595859999999995,56.924369999999996
nhulunbuy,2064735,AU,-12.23333,136.766663
puerto narino,3671387,CO,-3.77028,-70.383057
iquique,3887127,CL,-20.220831,-70.143059
buala,2109528,SB,-8.144969999999999,159.592117
sijunjung,1627185,ID,-0.68762,100.95365100000001
baherden,162158,TM,38.436240999999995,57.431580000000004
namatanai,2090021,PG,-3.66667,152.433334
blythe,5329649,US,33.610298,-114.596352
conakry,2422465,GN,9.53795,-13.67729
price,5545269,US,39.599410999999996,-110.81070700000001
wuwei,1803936,CN,37.928059000000005,102.641388
los llanos de aridane,2514651,ES,28.658509999999996,-17.918209
benjamin constant,3665016,BR,-4.3830599999999995,-70.031113
muzhi,1498161,RU,65.36666899999999,64.66667199999999
pauini,3662927,BR,-7.713610000000001,-66.976387
koslan,544084,RU,63.456421,48.898911
broken hill,2173911,AU,-31.950001,141.433334
surt,2210554,LY,31.208920000000003,16.588659
makhachkala,532096,RU,42.976379,47.502361
kenai,5866063,US,60.55444,-151.258331
paramonga,3933024,PE,-10.66667,-77.83332800000001
nemuro,2128975,JP,43.323608,145.574997
amroli,1278707,IN,21.299999,72.849998
klaeng,1609610,TH,12.77972,101.648308
baturaja,1649593,ID,-4.13333,104.16667199999999
sagua la grande,3541440,CU,22.806669,-80.075562
sundumbili,951441,ZA,-29.133710999999998,31.39752
aklavik,5882953,CA,68.219131,-135.010712
chake chake,160677,TZ,-5.2458599999999995,39.76659
suleja,2322794,NG,9.17583,7.18083
luwuk,1637001,ID,-0.9516,122.787498
pathein,1328421,MM,16.783331,94.73333000000001
fort nelson,5955902,CA,58.805328,-122.700203
korla,1529376,CN,41.75972,86.14694200000001
kinna,2700839,SE,57.507278,12.69463
curaca,3401331,BR,-8.99028,-39.909439
eenhana,3357804,,-17.466669,16.33333
campbell river,5914132,CA,50.016338,-125.24459099999999
ende,1644932,ID,-8.8432,121.6623
el giral,3710808,PA,9.24917,-79.69278
sarakhs,1159716,IR,36.544899,61.1577
sao joao da barra,3448903,BR,-21.640279999999997,-41.051109000000004
pangnirtung,6096551,CA,66.145111,-65.712517
isangel,2136825,VU,-19.549999,169.266663
seattle,5809844,US,47.606209,-122.33206899999999
kannangad,1268015,IN,12.30814,75.106323
arlit,2447513,NE,18.73694,7.385280000000001
kankon,1268022,IN,15.016670000000001,74.01666999999999
smithers,6149996,CA,54.780361,-127.174278
sinjar,448149,IQ,36.320919,41.87542
pangody,1495626,RU,65.850021,74.48593100000001
ayorou,2447416,NE,14.73075,0.91738
chapada dos guimaraes,3466307,BR,-15.460560000000001,-55.749722
sehwan,1165789,PK,26.427940000000003,67.862999
morondava,1058381,MG,-20.283331,44.283328999999995
takhatgarh,1255213,IN,25.33333,73.0
sandwick,2638534,GB,60.0,-1.25
brigantine,4500920,US,39.410118,-74.364594
mandalgovi,2030065,MN,45.762501,106.27082800000001
stornoway,2636790,GB,58.209251,-6.38649
puerto ayacucho,3629710,VE,5.66389,-67.623611
pipar,1259608,IN,26.385559000000004,73.53778100000001
ust-barguzin,2013986,RU,53.450001,108.98333000000001
kharp,1503726,RU,66.801392,65.80806
champerico,3598787,GT,14.3,-91.91667199999999
hoa binh,1580830,VN,20.81333,105.338333
adrar,2508813,DZ,27.874290000000002,-0.29388000000000003
burgeo,5911440,CA,47.61668,-57.615162
kota belud,1736660,MY,6.351,116.43049599999999
jintur,1268896,IN,19.616671,76.699997
berlevag,780687,NO,70.85778,29.086361
kavaratti,1267390,IN,10.566880000000001,72.64202900000001
bubaque,2374583,GW,11.28333,-15.833329999999998
umm lajj,100926,SA,25.021259,37.268501
tarakan,1624725,ID,3.3,117.63333100000001
lavrentiya,4031637,RU,65.58332800000001,-171.0
sibolga,1213855,ID,1.7427,98.779198
mamallapuram,1263997,IN,12.626389999999999,80.172218
quatre cocos,1106643,MU,-20.207781,57.762501
beyneu,610298,KZ,45.316669,55.200001
kawardha,1267369,IN,22.01667,81.25
ust-maya,2013918,RU,60.416672,134.533325
mehamn,778707,NO,71.035698,27.849171000000002
fort-shevchenko,609906,KZ,44.508629,50.262959
haverfordwest,2647311,GB,51.801689,-4.96914
evensk,2125693,RU,61.950001,159.233337
pagegiai,596399,LT,55.138062,21.90889
marsa matruh,352733,EG,31.352539,27.245278999999996
mogwase,974933,ZA,-25.185049,27.266540999999997
port macquarie,2152659,AU,-31.433331,152.916672
necochea,3430443,AR,-38.547259999999994,-58.736752
kilindoni,157429,TZ,-7.9139,39.66684
caravelas,3466980,BR,-17.712549,-39.248138
vao,2137773,NC,-22.66667,167.483337
jaggayyapeta,1269570,IN,16.9,80.099998
libenge,2313762,CD,3.65,18.633329
angoram,2100765,PG,-4.062530000000001,144.066086
pangai,4032369,TO,-19.799999,-174.350006
mahajanga,1062663,MG,-15.71667,46.316669
parana,3841956,AR,-31.73197,-60.5238
sambava,1056899,MG,-14.266670000000001,50.166672
trincomalee,1226260,LK,8.5711,81.233498
twentynine palms,5404198,US,34.135559,-116.05416899999999
kurchum,1521762,KZ,48.57222,83.654167
hualmay,3939761,PE,-11.09639,-77.613892
loum,2229152,CM,4.7182,9.7351
tomohon,1623446,ID,1.3346,124.839203
zaltan,2208655,LY,32.94701,11.86647
porto belo,3452900,BR,-27.15778,-48.553059000000005
bathsheba,3374083,BB,13.21667,-59.51667
denpasar,1645528,ID,-8.65,115.21666699999999
rio gallegos,3838859,AR,-51.622608,-69.218132
tucumcari,5495360,US,35.171719,-103.724968
sioux lookout,6148373,CA,50.100071,-91.916969
sembakung,1627877,ID,3.81667,117.25
chokwe,1048364,MZ,-24.533331,32.98333
copiapo,3893656,CL,-27.366671000000004,-70.33332800000001
tanout,2439155,NE,14.970889999999999,8.88786
mansehra,1170951,PK,34.333328,73.199997
banat,1277409,IN,29.466669,77.349998
viedma,3832899,AR,-40.81345,-62.996681
nioro,2412408,GM,13.35,-15.75
paralimni,146209,CY,35.037498,33.98333
baryshevo,1510821,RU,54.956402000000004,83.182198
leshukonskoye,535839,RU,64.89894100000001,45.762199
najran,103630,SA,17.492399,44.127659
takaka,2181997,NZ,-40.849998,172.800003
puerto colombia,3671497,CO,10.98778,-74.95472
rasinari,669156,RO,45.700001,24.066669
ponyri,506598,RU,52.318611,36.30389
road town,3577430,VG,18.41667,-64.61666899999999
yar-sale,1486321,RU,66.83332800000001,70.83332800000001
ayaviri,3946985,PE,-14.886389999999999,-70.58889
tateyama,1850523,JP,34.98333,139.866669
groesbeek,2755272,NL,51.776669,5.93611
tommot,2015179,RU,58.95639,126.292503
vestmannaeyjar,3412093,IS,63.442730000000005,-20.27339
warmbad,3352263,,-28.450001,18.73333
oranjemund,3354071,,-28.549999,16.433331
severobaykalsk,2016910,RU,55.650002,109.316673
eyl,60019,SO,7.9803,49.816399
chernyshevskiy,2025456,RU,63.012779,112.47138999999999
borogontsy,2026160,RU,62.66833100000001,131.168335
nanning,1799869,CN,22.816669,108.316673
maragogi,3395458,BR,-9.01222,-35.2225
betsiamites,6945992,CA,48.94133,-68.646011
celestun,3531368,MX,20.866671,-90.400002
omsukchan,2122493,RU,62.533329,155.800003
tonantins,3661894,BR,-2.8730599999999997,-67.802223
college,5859699,US,64.856941,-147.80278
turayf,101312,SA,31.672520000000002,38.663738
kalianget,1641977,ID,-7.05,113.933327
tenabo,3516017,MX,20.049999,-90.23333000000001
shonguy,493795,RU,68.75260899999999,33.14595
minab,123941,IR,27.1467,57.080101
wanaka,2184707,NZ,-44.700001,169.149994
mokhotlong,932416,LS,-29.289391,29.067511
nizwa,286987,OM,22.933331,57.533329
awjilah,88533,LY,29.108061,21.286939999999998
vitoria do mearim,3384986,BR,-3.46222,-44.87056
puerto leguizamo,3671437,CO,-0.19337000000000001,-74.781891
ocos,3592086,GT,14.50944,-92.193329
batsfjord,780717,NO,70.63445300000001,29.718479
mersing,1732826,MY,2.4312,103.8405
toccoa,4226722,US,34.57732,-83.33239
kefamenanu,1640576,ID,-9.44667,124.478058
makakilo city,5850554,US,21.346939000000003,-158.085831
yarega,468991,RU,63.435429000000006,53.5765
port keats,2063039,AU,-14.25,129.550003
esmeraldas,3464008,BR,-19.762501,-44.313889
wahiawa,5853992,US,21.502781,-158.023605
pangkalanbuun,1632694,ID,-2.6833299999999998,111.61666899999999
muravlenko,1540711,RU,63.789768,74.52301
egvekinot,4031742,RU,66.316673,-179.166672
fujin,2037375,CN,47.259997999999996,132.032227
chicama,3698359,PE,-7.84472,-79.14694200000001
merauke,2082539,ID,-8.46667,140.333328
mookane,933290,BW,-23.688049,26.659478999999997
guangyuan,1806466,CN,32.44202,105.822998
herrin,4240540,US,37.803108,-89.027573
coripata,3919097,BO,-16.299999,-67.599998
bonthe,2409914,SL,7.526389999999999,-12.505
nueva guinea,3617459,NI,11.68758,-84.456161
killybegs,2963295,IE,54.633331000000005,-8.45
saint-georges,6138282,CA,46.624748,-72.65772199999999
upata,3625710,VE,8.008611,-62.398888
vanavara,2013727,RU,60.34,102.27971600000001
mitsamiouli,921786,KM,-11.38472,43.284439
nakhon pathom,1608534,TH,13.8196,100.044273
grand-santi,3381538,GF,4.25,-54.383331000000005
vaitape,4033077,PF,-16.51667,-151.75
tooele,5783695,US,40.530781,-112.29827900000001
iquitos,3696183,PE,-3.7480599999999997,-73.24722299999999
yagoua,2221030,CM,10.34107,15.232879999999998
khipro,1173889,PK,25.828470000000003,69.37719
fernandopolis,3463432,BR,-20.28389,-50.246390999999996
sakaraha,1057095,MG,-22.9,44.533328999999995
bud,4255151,US,39.446991,-86.17581899999999
pahrump,5509851,US,36.208290000000005,-115.98391000000001
picota,3693646,PE,-6.919689999999999,-76.330368
gorele,746565,TR,41.03083,39.003059
wittenberge,2807344,DE,53.0,11.75
reriutaba,3390659,BR,-4.1416699999999995,-40.582218
ust-ilimsk,2013952,RU,58.000561,102.66194200000001
urubicha,3901969,BO,-15.383329999999999,-62.950001
nagua,3496021,DO,19.3832,-69.847397
sapulpa,4550881,US,35.998699,-96.114166
reni,695670,UA,45.457271999999996,28.293171
floro,3156980,NO,61.599571,5.0328
jieshi,1805857,CN,22.813379,115.82573700000002
hun,2216645,LY,29.126841,15.94772
razole,1258269,IN,16.48333,81.83332800000001
bull savanna,3491161,JM,17.886779999999998,-77.59021800000001
